id,title,dating.year,dating.yearEarly,dating.yearLate,objectTypes.0,principalMakers.0.name,principalMakers.1.name,principalMakers.2.name,principalMakers.3.name,productionPlaces.0,description,webImage.url,classification.places.0,classification.places.1,classification.places.2,classification.places.3,classification.places.5,classification.places.6,classification.places.7,classification.places.8
"en-RP-P-OB-84.783","Schouwburg met toneeldecor: Het nieuwe Hofportaal",1736,1736,1738,"prent","Adolf van der Laan","Hendrik de Leth","J. Smit",,"Noordelijke Nederlanden","Toneelvoorstelling in de Amsterdamse Schouwburg op de Keizersgracht met het coulissendecor Het nieuwe Hofportaal met scène uit Karel de Stoute, hartog van Bourgondie. Het decor gedrukt van een aparte plaat binnen een passe-partout met de zaal, zijloges, orkestbak en de façade van het toneel met zuilen, guirlandes en kroonluchters. De titel en een vierregelig vers ook gedrukt van een aparte plaat. Onderdeel van een serie van 12 toneeldecors.","http://lh6.ggpht.com/3asAfLIrmcQmTDjnXElTdsP94ouTxnfuQXf0nCkL5-OjEXNKQYVvwGZa-v3M4XRcGjMR1cq3q6mPZqbt7iKo-lgpkPY=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-84.790","Toneeldecor: de Berg van Parnas",1738,1738,1740,"prent",,,,,"Noordelijke Nederlanden","Het coulissendecor De Berg van Parnas met scène uit: Het Eeuwgetijde van den Amsteldamschen Schouwburg. Alleen het decor gedrukt van een aparte plaat, dus zonder het passe-partout. Onderdeel van een serie van 12 toneeldecors van de Amsterdamse Schouwburg op de Keizersgracht.","http://lh6.ggpht.com/YX8DhKzfKQIIiE5X95rttVpyGmOavE1Orq-g0DEl4U6CmRAFwgF4748Mmd1c8hkSU8XOmoiYSUHjLojwYArFJhG-2A=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-84.795","Toneeldecor: Het nieuwe Hofportaal",1736,1736,1738,"prent",,,,,"Noordelijke Nederlanden","Het coulissendecor Het nieuwe Hofportaal met scène uit: Karel de Stoute, hartog van Bourgondie. Alleen het decor gedrukt van een aparte plaat, dus zonder het passe-partout. Onderdeel van een serie van 12 toneeldecors van de Amsterdamse Schouwburg op de Keizersgracht.","http://lh3.ggpht.com/yCdU_zDhuFkJJbIR8tcUMVPWadxj-fDLsr7mAVyOcrFUW--BOo0oLcczNqJ_hxY2icB6W_Y3Pp4lx1XAwgqqrr5nbBI=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-84.803","Schouwburg met toneeldecor: Het Bosch",1738,1738,1740,"prent","Simon Fokke","J. Smit","anoniem",,"Noordelijke Nederlanden","Toneelvoorstelling in de Amsterdamse Schouwburg op de Keizersgracht met het coulissendecor: Het Bosch met scène uit Het Eeuwgetijde van den Amsteldamschen Schouwburg. Het decor gedrukt van een aparte plaat binnen een nieuw passe-partout met de zaal, orkestbak en de façade van het toneel met zuilen en kroonluchters. De titel en een vierregelig vers ook gedrukt van een aparte plaat. Onderdeel van een latere uitgave van de serie van 12 toneeldecors.","http://lh4.ggpht.com/6WT2iVugPUtJSRZHLKK2LcH0iqpSdmtaaKvJzMR21dJ4NMPH5OfcRebylh2utdSn1-C1xzUxd9jkwAZZPyAajvy72Q=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-84.808","Schouwburg met toneeldecor: De Italiaansche Straat",1736,1736,1738,"prent","Simon Fokke","J. Smit","anoniem",,"Noordelijke Nederlanden","Toneelvoorstelling in de Amsterdamse Schouwburg op de Keizersgracht met het coulissendecor: De Italiaansche Straat met scène uit De Gewaande Advocaat. Het decor gedrukt van een aparte plaat binnen een nieuw passe-partout met de zaal, orkestbak en de façade van het toneel met zuilen en kroonluchters. De titel en een vierregelig vers ook gedrukt van een aparte plaat. Onderdeel van een latere uitgave van de serie van 12 toneeldecors.","http://lh3.ggpht.com/sLhH8SlWGdNRfNf8VTLgzY57VIQl8CK-R0L4EoRowoCUVGHnNef5cKIIAbkv9DgCHKJI3P5KeLtWbIKJTGZfoSp2CRA=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-84.810","Schouwburg met toneeldecor: De Gestoffeerde Kamer",1736,1736,1738,"prent","Simon Fokke","J. Smit","anoniem",,"Noordelijke Nederlanden","Toneelvoorstelling in de Amsterdamse Schouwburg op de Keizersgracht met het coulissendecor: De Gestoffeerde Kamer met scène uit: De ontdekte schyndeugd. Het decor gedrukt van een aparte plaat binnen een nieuw passe-partout met de zaal, orkestbak en de façade van het toneel met zuilen en kroonluchters. De titel en een vierregelig vers ook gedrukt van een aparte plaat. Onderdeel van een latere uitgave van de serie van 12 toneeldecors.","http://lh6.ggpht.com/pZb3Bo4aP3uNXleJk4coyVTyD84oEBHB99ciyPjsqXdBic4a-QkB45WYErP4w4KGBxwpwb2FAMkAE9gXkuT7-mm_TIud=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-79.736","Poging om Amsterdam in te nemen, 1577",1662,1662,1665,"prent","anoniem","anoniem","Frans Hogenberg",,"Noordelijke Nederlanden","Poging van het Staatse leger onder bevel van Helling en Ruychaver om Amsterdam in te nemen, 23 november 1577. Soldaten komen uit schepen te voorschijn bij de Haarlemmerpoort. Onbedrukt op achterzijde.","http://lh4.ggpht.com/aCv93XUv5aSgCnrnRr_LP-HkJ9oDOiBxPluqrXOWaHwWE2QgaWSwlm8b7W6obIq1g6uRa3_5XH0TWcvxi5FGOE6H7FE=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-79.743","Aanslag van Helling op Amsterdam, 1577",1722,1722,1784,"prent","Simon Fokke",,,,"Noordelijke Nederlanden","Aanslag van Helling en Ruychaver op Amsterdam, 23 november 1577. Gevechten op de Dam voor het stadhuis.","http://lh4.ggpht.com/Lyq-7WyJD7jx_MvJDDrzNUjNIpLLuAhaMQapD74ku31tlcy891BL4lg0JWrJOfGGjYC1dcjcbnjH4MINx1gxaxJVuQ=s0","Dam (Amsterdam)","Oude Stadhuis (Amsterdam)",,,,,,
"en-RP-P-OB-81.421","Toneel van de nieuwe schouwburg te Amsterdam, 1637",1661,1661,1663,"prent","anoniem",,,,"Noordelijke Nederlanden","Gezicht op het toneel van de nieuwe stadsschouwburg op de Keizersgracht te Amsterdam. De bouw voltooid op 20 december 1637, verbouwd in 1665. Schouwburg naar ontwerp van Jacob van Campen gebouwd op de plaats van de Duytsche Academie van Samuel Coster aan de Keizersgracht 384.","http://lh3.ggpht.com/wo03abp3Y_kKRMiwnJzjHRz_3qHm1GHeq8bsVjcMQafSuFrNaqATrUt-Q5JxRrD9HhPdaBcKPpwxcAOSh3mgf0IGSVk=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-81.426","Toneel van de nieuwe schouwburg te Amsterdam, 1637",1663,1663,1665,"prent","anoniem","anoniem",,,"Noordelijke Nederlanden","Gezicht op het toneel van de nieuwe stadsschouwburg op de Keizersgracht te Amsterdam. De bouw voltooid op 20 december 1637. Schouwburg naar ontwerp van Jacob van Campen gebouwd op de plaats van de Duytsche Academie van Samuel Coster aan de Keizersgracht 384. Bedrukt op de achterzijde met tekst in het Nederlands.","http://lh5.ggpht.com/_0QntcGwo4MSooQCD5XTzdoOUBOoKnyyCUbFcGnhUsrnbuZaCb7ctzvoQZ7p4Xuw4CMOtc5ahmgNcqX1xGcNyljPXrP_=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-SK-C-417","Four Regents and the ‘House Father’ of the Amsterdam Lepers’ Asylum",1624,1624,1624,"schilderij","Werner van den Valckert",,,,,"Groepsportret van de vier regenten en de binnenvader van het leprozenhuis te Amsterdam in 1624. De vier regenten zitten aan een tafel waarop een boek, documenten, een inktstel en een weegschaaltje staan. Geportretteerd zijn: Sieuwerd Sem, Hendrick van Bronckhorst, Ernst Roeters en Dirck Vlack. Op de achtergrond zijn episoden uit het verhaal van de arme Lazarus en de rijke man in reliëf afgebeeld.","http://lh5.ggpht.com/QEmIWTA8WxXap_J1EgMMsWNubPT46gvVUIRNfnTCfdufhtfeLTKHbobs2OL6Tsc1xl1tPnQ2OGm6W3oTkQqBUcmilTaC=s0","Leprozenhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-24.013","Intocht van Maria Henrietta Stuart, prinses van Oranje te Amsterdam (plaat 1)",1660,1660,1662,"prent","Pieter Nolpe","anoniem","Jan Martszen de Jonge",,"Noordelijke Nederlanden","Bezoek van Maria Henrietta Stuart, prinses van Oranje, vergezeld door Amalia van Solms, de jonge prins Willem III en anderen te Amsterdam, 15 juni 1660. De aankomst van de stoet bij de Haarlemmerpoort, voorop drie trompetters. Eerste plaat in een ongemonteerd ensemble van de stoet bestaande uit zeven bladen.","http://lh3.ggpht.com/na4p1WhdcLEB2cS1NmF8OaZ4OWJR_U65UIOM8snTjE7nUuNaJSAqE2QYgMvYKb9NZjQRNeeH4Z75Dvehx-v7DMgaQg=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-103.698","Gezicht op het Oude Stadhuis te Amsterdam",1635,1635,1693,"prent","Jan Veenhuysen",,,,,,"http://lh4.ggpht.com/ky-fizv5L6cMdw__CGcANMxSSmtSnOhauwh9wNv3okKXaiq10QY6WC94NYbvSZuLbSKepMnj9F8LGI_2LpQIKsnefV07=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-2584","Gezicht op het Oude Stadhuis op de Dam",1610,1610,1612,,"Claes Jansz. Visscher (II)",,,,"Amsterdam",,"http://lh4.ggpht.com/MK_ZvBbdMJruM7QW4jgtAcBfUd7E6xk2HJn2rha1zwRduP2JThiWP0bu6DJ2gSBXgPvUT51jk23RAYGIj2-t3naWWBsT=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-SK-A-46","Margarita Trip as Minerva, Instructing her Sister Anna Maria Trip",1663,1663,1663,"schilderij","Ferdinand Bol",,,,,"Allegorie op het onderwijs: Margarita Trip als Minerva haar zuster Anna Maria Trip onderwijzend. Links dragen twee putti een groot boek. Op de achtergrond een pauw en een fontein met een putto op een dolfijn. Rechts het schild van Minerva.","http://lh5.ggpht.com/44rXac9ejod27-XBktXZYoohgDtd_sn-5t9O-WObs7n2kTKkWrNq2fyysuWzAznw6-5TsPRVVdDnXb821cwOGLQ4Sw=s0","Trippenhuis, het (Amsterdam)",,,,,,,
"en-RP-T-1884-A-304","Buiten het Zaagmolenpoortje te Amsterdam",1671,1671,1671,"tekening","Abraham van Dijck",,,,,,"http://lh6.ggpht.com/JvaI66v_gJQ0Q1JQ49voA8Z_pDVWr-u4ZtYCe91T6MTq_DinkVTLJamGdYnLZzNKcQtZAFOgNZ85TXoFUDKHg6k2fF8=s0","Zaagmolenpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-12.995","Sint Antoniesmarkt met de Waag",1657,1657,1690,"prent","Reinier Nooms","Reinier Nooms","Frederik de Wit",,"Nederlanden","Gezicht vanaf het water op de huidige Nieuwmarkt en de Waag.","http://lh3.ggpht.com/XFRb7e9oS0OuhpS8HQMMppE04v0SJS9rUqb4R68J5xq-uvAFQoslVIsn8vuSndi9cVWQN9J-eOlOkixOIf-D2wU2Qmo=s0","Amsterdam","Waag op de Nieuwmarkt (Amsterdam)","Nieuwmarkt (Amsterdam)",,,,,
"en-RP-P-OB-20.502","Rouaanse kaai",1657,1657,1670,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Singel, gezien in zuidelijke richting naar de Jan Rodenpoortstoren en de Torensluis. Links de Rouaanse Kade. Een rij schepen in het water langs de kade.","http://lh5.ggpht.com/4c2J6oYJfmlWsySPzJ_YFyR_WS2P6DOm4P_4oJqgJHIQCBEzSVzUR-tBVAe5GaZabN8UqZ0pPhf9rUI8UNuDn6zFU0c=s0","Singel (Amsterdam)","Torensluis (Amsterdam)",,,,,,
"en-RP-P-OB-20.514","Haven van Amsterdam met het wachthuis",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms","Cornelis Danckerts (I)",,"Nederland","Titelblad van een serie schepen en stadsgezichten. De kamer van de heren van het waterrecht op het Kamperhoofd en de Slijpstenenmarkt bij de haven. Rechts liggen de slijpstenen op de kade, daar achter zeilschepen. Tegenwoordig de Prins Hendrikkade.","http://lh4.ggpht.com/m4I9YHAq-frEQZXhCq-C4mFYlXtERaaH_3Ei8aFVEpFhQCAkGL4hqWurNEF_pVDeefvvIUGaFUW5NQ0i5BsZKCchug=s0","Kamperhoofd (Amsterdam)",,,,,,,
"en-RP-P-OB-20.521","Haringpakkerstoren",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Havenfront met vele aangemeerde zeilschepen. Links de oude Stadsherberg, rechts de Haringpakkerstoren en de huizen aan de Haringpakkerij, tegenwoordig de Prins Hendrikkade.","http://lh5.ggpht.com/cpGVOfMoeeGPeyNH2dYFzUH51eNZusn-essclmiuFum5U_ROmD4MMS7_kuGUIquIVJ-hKF_S9ay9r0xWrxLzKNn1A34=s0","Haringpakkerstoren (Amsterdam)",,,,,,,
"en-RP-P-OB-20.526","Bickerseiland",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Bickerseiland te Amsterdam met vele aangemeerde zeilschepen.","http://lh5.ggpht.com/tk9qUbxRtmISi27XE6mAicMFdODVEsXmU-_4FXSZkEj9Vo1JPw0Rmt1Py6cjc5mr0-NSishEIwf-zkjsuw9xC7ExCA=s0","Bickerseiland (Amsterdam)",,,,,,,
"en-RP-P-OB-20.533","Montelbaanstoren",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms","Cornelis Danckerts (I)",,"Nederland","Links de Montelbaanstoren en het inladen van een schip. Een brug over het water met daarachter masten van vele zeilschepen.","http://lh5.ggpht.com/yCTUe04MSuWjXTxtJFV8fRogtK0Dbxq_2QnJ2Ki-dhViuXWhwdizWP18xuZLx5y1OQ1TQ6KCkDZJ2Rx6yHSSpzYfiLrH=s0","Montelbaanstoren (Amsterdam)",,,,,,,
"en-RP-P-OB-20.540","De Gelderse Kade en de Schreierstoren",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","De Gelderse Kade, de Schreiderstoren en de brug over het water. Vele schepen in het water.","http://lh5.ggpht.com/NJPIQ7uxdExAzfvlcbSeu8uXKvInHd6rkcRxtP-xvucKbipjVnZU6rojBxfAvrDpVr2Q4PPhquajquaT3uCYO0cixQ=s0","Geldersekade (Amsterdam)","Schreierstoren (Amsterdam)",,,,,,
"en-RP-P-AO-1925-635-A","De Handboogdoelen, Voetboogdoelen en het Stadsmagazijn of Bushuis aan het Singel te Amsterdam",1606,1606,1672,"prent","anoniem","anoniem","anoniem",,,"Boven: DOELENS Handt Booghs Doelen / Stadts Magazijn / Voet Booghs Doelen","http://lh4.ggpht.com/SC-qw-vE2Xn-EawXJtmTJQ7aBLMeeomtFvuBfQd0-TTzUEPeHAss0KyItv_MjoJLm7k38DOe-R7j-G6LjTD7J_Z36JQR=s0","Handboogdoelen (Amsterdam)","Voetboogdoelen (Amsterdam)","Bushuis (Amsterdam)",,,,,
"en-RP-P-OB-47.598","Dam in Amsterdam",1685,1685,1690,"prent","Johannes Kip","J. Kip",,,,"De Dam in Amsterdam vanaf de Kalverstraat gezien, met het stadhuis, de Nieuwe Kerk, de Waag, Papenburg en de toren van de Oude Kerk. Op de Dam bevinden zich groepen mensen uit verschillende rangen en standen, gekleed volgens de mode van circa 1670. Onder de afbeelding in de marge de legenda.","http://lh4.ggpht.com/xSdFMj97NJYwrU9YdtjuOF7jf00c3ZiM3PXMvM-o5Px99LWilLkphmWLdKuspoGXqNN0x7CbBt_KbtQxbT_RxBzAmIg=s0","Dam (Amsterdam)",,,,,,,
"en-RP-T-1899-A-4218","Sint Olofskapel te Amsterdam",1637,1637,1692,"tekening","Roelant Roghman",,,,,,"http://lh5.ggpht.com/SR7_AXLSdR9LGrJReblWM6Vu0agerLxdjH6cl_a2OjzRsINSly2g60NWSQrkUTApuEvvHApyhMprNaXj1SaKlyNfVfQ=s0","Sint-Olofskapel (Amsterdam)",,,,,,,
"en-RP-T-00-346","Ruïne van het afgebrande oude stadhuis van Amsterdam, 1652",1652,1652,1652,"tekening","Roelant Roghman",,,,"Noordelijke Nederlanden","De ruïne van het Oude Stadhuis van Amsterdam na de brand van 7 juli 1652, zonder de naastgelegen gebouwen.","http://lh6.ggpht.com/CKYxmtvV_zFj8ZUB4i210itOXO4YIaDWUg2WdNAJo88x-r-wsBy7HOWZ5rGqTrJRfZbB1HAlHled_0xT3YcQkc--7CFB=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-AO-23-17-A","De Lijkstoet van Michiel de Ruyter op de Dam te Amsterdam",1676,1676,1676,"prent","Jan Luyken","anoniem",,,,"Lyk-statie van den beroemden Zee-Held Michiel de Ruyter, Hertog, Ridder, etc. Luijtenant Admiraal Generaal der Vereenigde Nederlanden. Vijf kolommen boekdruk M.o.: Ian Luyken fecit","http://lh5.ggpht.com/8gZEbn-5mfq3o8svVes_Qb_djQNt4qB0ygzCRbeRrKur15a3qeJgp7Byup2aSbkkD_RpIi057GUdCB2NTGmX6Ivzpw=s0","Dam (Amsterdam)","Nieuwe Kerk (Amsterdam)",,,,,,
"en-RP-T-1970-48","Trap van het Elisabethsgasthuis te Amsterdam",1637,1637,1652,"tekening","Roelant Roghman",,,,,,"http://lh6.ggpht.com/NYbGUBb0qKpCIyQyMJGbTWkAB6sRutsDHrmGqVgWHIaE-cUc754aWUoj91oYveY79HW7VvPloHn-GcxgxynC66c6XC-U=s0","Sint-Elisabethsgasthuis (Amsterdam)",,,,,,,
"en-RP-T-1899-A-4225","De toren Swijgh Utrecht te Amsterdam",1599,1599,1609,"tekening","David Vinckboons",,,,,"De toren 'Swijgh Utrecht' te Amsterdam.","http://lh5.ggpht.com/eg7pTd2qh6__PVAct-ntAzxtYPBXX8TErXkAcai5UJye8zwfTWhaJHtJjyPZP_J59JzLcTo8cqConSDmwPDwIiH9r8kB=s0","Swygh Utrecht (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-I","Twee festoenen met appels en slangen in de vierschaar van het Stadhuis van Amsterdam",1665,1665,1665,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: Voornaemste Statuen ende Cieraten van't Konstrijke Stadt-Huys van Amstelredam, het Eerste Deel, Amsterdam 1665 Nr. 1-I",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-K(5)","Piedestal van Apollo met muziekinstrumenten in de zuidwestelijke galerij van het Stadhuis van Amsterdam",1665,1665,1665,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: Voornaemste Statuen ende Cieraten van't Konstrijke Stadt-Huys van Amstelredam, het Eerste Deel, Amsterdam 1665 Nr. 1-K",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-L(1)","Beeld van Jupiter in de zuidwestelijke galerij van het Stadhuis van Amsterdam",1665,1665,1665,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: Voornaemste Statuen ende Cieraten van't Konstrijke Stadt-Huys van Amstelredam, het Eerste Deel, Amsterdam 1665 Nr. 1-L",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-M(2)","Twee festoenen met attributen van Mercurius in de zuidoost galerij van het Stadhuis van Amsterdam",1665,1665,1665,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: Voornaemste Statuen ende Cieraten van't Konstrijke Stadt-Huys van Amstelredam, het Eerste Deel, Amsterdam 1665 Nr. 1-M",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-O(4)","Vier festoenen met wortels, denneappels en slangen in de noord-oostelijke galerij van het Stadhuis van Amsterdam",1655,1655,1655,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: De voornaemste Statuen en Cieraden van't Konstrijck Stadthuys van Amstelredam, het Eerste Deel, Amsterdam 1655 nr. 1-O",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-Q(1)","Beeld van Mars in wapenrusting, met wolf; noord-westelijke galerij van het Stadhuis van Amsterdam",1655,1655,1655,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: De voornaemste Statuen en Cieraden van't Konstrijck Stadthuys van Amstelredam, het Eerste Deel, Amsterdam 1655 nr. 1-Q",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-22-1-S(3)","Festoen met eekhoorn en vruchten; Burgerzaal van het Stadhuis van Amsterdam",1655,1655,1655,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: De voornaemste Statuen en Cieraden van't Konstrijck Stadthuys van Amstelredam, het Eerste Deel, Amsterdam 1655 Nr. 1-S",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-BK-AM-47","Bailey railing",1656,1656,1657,"bouwfragment","Hemony",,,,,"Bronzen balie; langgestrekt, rechthoekig raam, gevuld met opengewerkte versiering bestaande uit in het midden twee met elkaar verknoopte slangen, aan weerszijden bladranken met vruchtentrossen. Aan één lange zijde twee uitsteeksels voor een scharnierpin, aan de beide korte zijden één ring, aan voor- en achterzijde zijn ook verschillende ringen geplaatst. Afkomstig van de wisselbank.","http://lh3.ggpht.com/qxEUuXTuc3D_QE8TwGH17ZxZ6KzEXUTGNxXbQU6vZQ3TqRSMG4dqwGpeyz3_iuxEmmnlTwAUCZHaI69pC-VbJI_tOw=s0","Wisselbank (Amsterdam)","Stadhuis op de Dam (Amsterdam)",,,,,,
"en-RP-T-1898-A-3945","Beckeneelhuisje aan de Nieuwe Kerk te Amsterdam",1648,1648,1648,"tekening","Jan de Bisschop",,,,,,"http://lh6.ggpht.com/mw1eM16K53jraPMWdl_payDQ9yooObGLL9eyI4q2DEyt3KMccZyEgdw70NZEfaLpVWgcQxt7QfD6zSphE-2S2hqjF88=s0","Nieuwe Kerk (Amsterdam)",,,,,,,
"en-RP-T-1911-73","Oude jachthaven te Amsterdam, rechts de Sint Antoniespoort",1635,1635,1707,"tekening","Jan Gabrielsz. Sonjé",,,,,,"http://lh6.ggpht.com/A2cEWAe3BlmOzGFtsqK9kXwMLAKYfZ2z22K5Ju9EpWVbikQPsX4GC4cawhee0V3ZyvjsQaWQ_cJpzyVw5ppFuw_H4cQ=s0","Waag op de Nieuwmarkt (Amsterdam)",,,,,,,
"en-RP-P-1888-A-12758","Brand van het oude Stadhuis te Amsterdam",1652,1652,1652,"prent","Reinier Nooms","Reinier Nooms","Reinier Nooms",,"Amsterdam","De brand van het oude stadhuis op de Dam op 7 juli 1652. Het stadhuis brandend, het dak ingestort. Door de rook heen is de Westertoren zichtbaar. Vele mensen op de Dam; zij helpen met blussen en dragen water en ladders aan, toeschouwers worden op afstand gehouden.","http://lh3.ggpht.com/xAQ_IDfSAtinM72CbzhypvSTmoVvsDucCSKkTKozZ3EsqhJfcOrSZ1vqd9ybhoGnskVFMZTZXejNzo6LSOaQjzRPkp8=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-T-1926-8","Interieur van de Nieuwe Kerk te Amsterdam, na de brand van 1645",1645,1645,1650,"tekening","Gerbrand van den Eeckhout",,,,"Noordelijke Nederlanden","Interieur van de Nieuwe Kerk te Amsterdam, na de brand van 11 januari 1645. Gezicht door een doorgebroken muur naar de bogen van het schip, op de grond liggen gevallen brokstukken.","http://lh6.ggpht.com/NPwgDZoaJe0ac9O4AbOc03GoSGEQvsyc58g7ixRCqQRiiCurzgoMsbOQafSByMIOhexvHILH7Y3lZl-J0ntJMHrSszo=s0","Nieuwe Kerk (Amsterdam)",,,,,,,
"en-NG-VG-1-2299","Overlijden van Johanna Elisabeth Blesen, vrouw van Godfried Cromhout, moeder van het Maagdenhuis",1738,1738,1738,"familiepenning","anoniem",,,,"Nederland","Zilveren penning. Voorzijde: twee geraamtes met zandloper en zeis staande aan weerszijde van grafmonument met opschrift en wapenschild omgeven door twee samengebonden olijftakken en bekroond met hoofd. Keerzijde: opschrift.","http://lh4.ggpht.com/i6_DAg6opQgNQMCrv-DsjHSMYpeuX4DHs85WQ9tuvVQkXJq7z0xm0AHDcdKqJT8n9EpdhXaarpjMeU7BgTXlx1DUPFg=s0","Maagdenhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-270A","De Omval, fragment van de prent",1645,1645,1645,"prent","Rembrandt Harmensz. van Rijn","Rembrandt Harmensz. van Rijn",,,,,"http://lh3.ggpht.com/Afy842Y2Vg80c6CfmqPjTBtOGBQm3zBg0bZICYSbNoTNKGO1hkKkgtOrp0WEIz8xpInFCbu5wGbDgoe5FWkmxtLcF3A=s0","Omval, De (Amsterdam)",,,,,,,
"en-RP-T-00-733","Twee uitgebrande huizen in de Oude Nieuwstraat, 1682",1682,1682,1682,"tekening","Jan van der Heyden",,,,"Noordelijke Nederlanden","Twee op 2 januari 1682 uitgebrande houten huizen in de Oude Nieuwstraat te Amsterdam. Ontwerp voor de illustratie in het Brandspuitenboek van Jan van der Heyden, 1690",,"Oude Nieuwstraat (Amsterdam)",,,,,,,
"en-RP-T-1899-A-4206","Demonstratie van de slangbrandspuit",1685,1685,1690,"tekening","Jan van der Heyden",,,,,"Gezicht op de achterzijde van het Paleis met een demonstratie van de slangbrandspuit zoals vertoond in 1672 en 1673. Ontwerp voor een prent.",,"Stadhuis op de Dam (Amsterdam)","Nieuwezijds Voorburgwal (Amsterdam)",,,,,,
"en-RP-P-AO-1925-661","De Kloveniersdoelen en de toren Zwijg Utrecht te Amsterdam",1640,1640,1660,"prent","anoniem","Zacharias Webber (II)","anoniem",,,"Boven: KNEVENIERS DOELEN Onder: S. Webbers fecit",,"Kloveniersdoelen (Amsterdam)","Swygh Utrecht (Amsterdam)",,,,,,
"en-RP-P-AO-25-25-A","De Kloveniersdoelen in de toren Zwijg Utrecht te Amsterdam in 1607",1685,1685,1735,"prent","anoniem","Abraham Rademaker","anoniem",,,"Boven: 10 Onder: A. Rademaker fecit KOLVENIERSDOELEN tot Amsterdam 1607",,"Kloveniersdoelen (Amsterdam)","Swygh Utrecht (Amsterdam)",,,,,,
"en-RP-P-AO-1925-609","Het Oost-Indisch Huis aan de Oude Hoogstraat te Amsterdam",1675,1675,1699,"prent","anoniem","anoniem",,,"Noordelijke Nederlanden",,,"Oost-Indisch Huis (Amsterdam)","Oude Hoogstraat (Amsterdam)",,,,,,
"en-RP-P-1880-A-3846","West-Indisch Huis te Amsterdam",1623,1623,1626,"prent","Claes Jansz. Visscher (II)","Claes Jansz. Visscher (II)",,,"Amsterdam","Fragment uit een plattegrond van Amsterdam, met het West-Indisch Huis te Amsterdam. Op de voorgrond links drie mannen met een plaquette en rechts een man die een schild met het Amsterdamse Koggeschip vasthoudt.",,"West-Indisch Huis (Amsterdam)",,,,,,,
"en-RP-P-1880-A-3841","Beurs van Amsterdam",1612,1612,1612,"prent","Claes Jansz. Visscher (II)","P.C. Hooft",,,"Amsterdam","Het beursgebouw van Hendrick de Keyser in Amsterdam, vanuit vogelperspectief gezien. Om en in het gebouw bevinden zich vele figuren. Op de achtergrond zijn masten van schepen te zien. Boven de beurs een banderol met de titel.",,"Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
